pincode,city,state,latitude,longitude
700072,Kolkata,West Bengal,22.4400,88.3500
700073,Kolkata,West Bengal,22.4400,88.3700
700074,Kolkata,West Bengal,22.4300,88.3600
700075,Kolkata,West Bengal,22.6400,88.3500
700076,Kolkata,West Bengal,22.6500,88.3400
700077,Kolkata,West Bengal,22.4300,88.3400
700078,Kolkata,West Bengal,22.4200,88.3500
700079,Kolkata,West Bengal,22.5900,88.3000
700080,Kolkata,West Bengal,22.5800,88.3000
700081,Kolkata,West Bengal,22.4900,88.3000
700082,Kolkata,West Bengal,22.6400,88.3300
700084,Kolkata,West Bengal,22.6300,88.3200
700085,Kolkata,West Bengal,22.6200,88.3100
700086,Kolkata,West Bengal,22.4200,88.3300
700087,Kolkata,West Bengal,22.4100,88.3200
700088,Kolkata,West Bengal,22.4100,88.3400
700089,Kolkata,West Bengal,22.4000,88.3300
700091,Kolkata,West Bengal,22.6500,88.3300
700092,Kolkata,West Bengal,22.5700,88.3100
700093,Kolkata,West Bengal,22.5000,88.3200
700094,Kolkata,West Bengal,22.4600,88.3100
700095,Kolkata,West Bengal,22.4500,88.3000
700096,Kolkata,West Bengal,22.4000,88.3500
700097,Kolkata,West Bengal,22.3900,88.3400
700098,Kolkata,West Bengal,22.5900,88.3200
700099,Kolkata,West Bengal,22.6000,88.3100
700100,Kolkata,West Bengal,22.5800,88.3200
700101,Kolkata,West Bengal,22.5700,88.3300
700102,Kolkata,West Bengal,22.5600,88.3200
700103,Kolkata,West Bengal,22.5500,88.3000
700104,Kolkata,West Bengal,22.5400,88.3200
700105,Kolkata,West Bengal,22.5300,88.3300
700106,Kolkata,West Bengal,22.4800,88.3100
700107,Kolkata,West Bengal,22.4700,88.3000
711101,Howrah,West Bengal,22.5958,88.2636
711102,Howrah,West Bengal,22.6000,88.2700
711103,Howrah,West Bengal,22.5900,88.2600
711104,Howrah,West Bengal,22.6100,88.2800
711105,Howrah,West Bengal,22.5800,88.2500
711106,Howrah,West Bengal,22.6200,88.2900
712101,Hooghly,West Bengal,22.9086,88.3967
712103,Hooghly,West Bengal,22.9100,88.4000
712136,Hooghly,West Bengal,22.9200,88.4100
713101,Burdwan,West Bengal,23.2324,87.8615
721001,Midnapore,West Bengal,22.4228,87.3199
731101,Suri,West Bengal,23.9086,87.5284
733101,Raiganj,West Bengal,25.6164,88.1232
734001,Darjeeling,West Bengal,27.0410,88.2663
735101,Jalpaiguri,West Bengal,26.5232,88.7304
736101,Cooch Behar,West Bengal,26.3228,89.4485
737101,Gangtok,Sikkim,27.3389,88.6065
741101,Nadia,West Bengal,23.4137,88.1450
751001,Bhubaneswar,Odisha,20.2961,85.8245
751002,Bhubaneswar,Odisha,20.3000,85.8300
751003,Bhubaneswar,Odisha,20.2900,85.8200
751004,Bhubaneswar,Odisha,20.3100,85.8400
751005,Bhubaneswar,Odisha,20.2800,85.8100
751006,Bhubaneswar,Odisha,20.3200,85.8500
751007,Bhubaneswar,Odisha,20.2700,85.8000
751009,Bhubaneswar,Odisha,20.3300,85.8600
751010,Bhubaneswar,Odisha,20.2600,85.7900
751012,Bhubaneswar,Odisha,20.3400,85.8700
751014,Bhubaneswar,Odisha,20.2500,85.7800
753001,Cuttack,Odisha,20.4625,85.8830
753002,Cuttack,Odisha,20.4700,85.8900
753003,Cuttack,Odisha,20.4600,85.8800
753004,Cuttack,Odisha,20.4500,85.8700
757001,Baripada,Odisha,21.9322,86.7231
760001,Berhampur,Odisha,19.3150,84.7941
769001,Rourkela,Odisha,22.2604,84.8536
769002,Rourkela,Odisha,22.2700,84.8600
769003,Rourkela,Odisha,22.2500,84.8400
769004,Rourkela,Odisha,22.2800,84.8700
770001,Sundargarh,Odisha,22.1190,84.0278
781001,Guwahati,Assam,26.1445,91.7362
781003,Guwahati,Assam,26.1500,91.7400
781005,Guwahati,Assam,26.1400,91.7300
781006,Guwahati,Assam,26.1600,91.7500
781007,Guwahati,Assam,26.1300,91.7200
781008,Guwahati,Assam,26.1700,91.7600
781009,Guwahati,Assam,26.1200,91.7100
781010,Guwahati,Assam,26.1800,91.7700
781011,Guwahati,Assam,26.1100,91.7000
781012,Guwahati,Assam,26.1900,91.7800
781014,Guwahati,Assam,26.1000,91.6900
781016,Guwahati,Assam,26.2000,91.7900
781018,Guwahati,Assam,26.0900,91.6800
781020,Guwahati,Assam,26.2100,91.8000
781021,Guwahati,Assam,26.0800,91.6700
781022,Guwahati,Assam,26.2200,91.8100
781024,Guwahati,Assam,26.0700,91.6600
781025,Guwahati,Assam,26.2300,91.8200
781027,Guwahati,Assam,26.0600,91.6500
781028,Guwahati,Assam,26.2400,91.8300
781029,Guwahati,Assam,26.0500,91.6400
781030,Guwahati,Assam,26.2500,91.8400
781031,Guwahati,Assam,26.0400,91.6300
781034,Guwahati,Assam,26.2600,91.8500
781035,Guwahati,Assam,26.0300,91.6200
781036,Guwahati,Assam,26.2700,91.8600
781038,Guwahati,Assam,26.0200,91.6100
781039,Guwahati,Assam,26.2800,91.8700
781040,Guwahati,Assam,26.0100,91.6000
783101,Dhubri,Assam,26.0232,89.9789
784001,Tezpur,Assam,26.6338,92.8004
786001,Dibrugarh,Assam,27.4728,94.9120
788001,Silchar,Assam,24.8333,92.7789
790001,Itanagar,Arunachal Pradesh,27.0844,93.6053
793001,Shillong,Meghalaya,25.5788,91.8933
795001,Imphal,Manipur,24.8170,93.9368
796001,Aizawl,Mizoram,23.7271,92.7176
797001,Kohima,Nagaland,25.6751,94.1086
799001,Agartala,Tripura,23.8315,91.2868
800001,Patna,Bihar,25.6093,85.1376
800002,Patna,Bihar,25.6100,85.1400
800003,Patna,Bihar,25.6000,85.1300
800004,Patna,Bihar,25.6200,85.1500
800005,Patna,Bihar,25.5900,85.1200
800006,Patna,Bihar,25.6300,85.1600
800007,Patna,Bihar,25.5800,85.1100
800008,Patna,Bihar,25.6400,85.1700
800009,Patna,Bihar,25.5700,85.1000
800010,Patna,Bihar,25.6500,85.1800
800011,Patna,Bihar,25.5600,85.0900
800012,Patna,Bihar,25.6600,85.1900
800013,Patna,Bihar,25.5500,85.0800
800014,Patna,Bihar,25.5400,85.0700
800015,Patna,Bihar,25.5300,85.0600
800016,Patna,Bihar,25.6000,85.1500
800017,Patna,Bihar,25.6100,85.1600
800018,Patna,Bihar,25.5900,85.1400
800020,Patna,Bihar,25.5800,85.1300
800024,Patna,Bihar,25.5700,85.1200
800025,Patna,Bihar,25.5600,85.1100
811101,Munger,Bihar,25.3708,86.4735
812001,Bhagalpur,Bihar,25.2425,86.9842
813101,Banka,Bihar,24.8852,86.9253
821001,Sasaram,Bihar,24.9455,84.0314
823001,Gaya,Bihar,24.7914,84.9994
826001,Dhanbad,Jharkhand,23.7957,86.4304
827001,Bokaro,Jharkhand,23.6693,86.1511
828101,Dhanbad,Jharkhand,23.7900,86.4300
831001,Jamshedpur,Jharkhand,22.8046,86.2029
831002,Jamshedpur,Jharkhand,22.8100,86.2100
831003,Jamshedpur,Jharkhand,22.7900,86.1900
831004,Jamshedpur,Jharkhand,22.8200,86.2200
831005,Jamshedpur,Jharkhand,22.7800,86.1800
831006,Jamshedpur,Jharkhand,22.8300,86.2300
831007,Jamshedpur,Jharkhand,22.7700,86.1700
831009,Jamshedpur,Jharkhand,22.8400,86.2400
831011,Jamshedpur,Jharkhand,22.7600,86.1600
831012,Jamshedpur,Jharkhand,22.8500,86.2500
831013,Jamshedpur,Jharkhand,22.7500,86.1500
831014,Jamshedpur,Jharkhand,22.8600,86.2600
834001,Ranchi,Jharkhand,23.3441,85.3096
834002,Ranchi,Jharkhand,23.3500,85.3100
834003,Ranchi,Jharkhand,23.3400,85.3000
834004,Ranchi,Jharkhand,23.3600,85.3200
834005,Ranchi,Jharkhand,23.3300,85.2900
834006,Ranchi,Jharkhand,23.3700,85.3300
834008,Ranchi,Jharkhand,23.3200,85.2800
834009,Ranchi,Jharkhand,23.3800,85.3400
834010,Ranchi,Jharkhand,23.3100,85.2700
834012,Ranchi,Jharkhand,23.3900,85.3500
842001,Muzaffarpur,Bihar,26.1209,85.3647
843301,Sitamarhi,Bihar,26.5934,85.4908
845401,Motihari,Bihar,26.6466,84.9155
846001,Darbhanga,Bihar,26.1542,85.8918
847211,Madhubani,Bihar,26.3481,86.0699
848101,Samastipur,Bihar,25.8632,85.7811
851101,Begusarai,Bihar,25.4182,86.1272
852101,Saharsa,Bihar,25.8774,86.5913
854301,Purnia,Bihar,25.7771,87.4753
855101,Kishanganj,Bihar,26.0932,87.9503
